fund_id,nav,aum_in_cr,expense_ratio,1yr_return,3yr_return,5yr_return
20409,471.08,21217.69,2.67,3.33,24.31,20.87
20410,395.33,43713.84,2.18,32.97,18.89,18.72
20411,183.52,11880.95,2.1,24.53,3.81,5.86
20412,252.92,18191.15,2.27,10.92,19.3,22.45
20413,428.68,16678.45,0.87,12.06,8.49,16.58
20414,329.24,20258.67,2.49,5.71,13.84,10.93
20415,134.58,31373.98,1.99,26.55,24.49,21.75
20416,465.78,41942.33,2.71,27.1,21.18,9.0
20417,179.12,18660.91,2.19,20.51,28.08,6.91
20418,81.85,5782.5,1.62,39.19,14.32,14.41
20419,310.42,34405.76,2.2,30.36,27.16,6.3
20420,62.13,46718.82,1.22,30.58,8.38,0.24
20421,301.02,2554.1,0.77,23.1,25.6,6.92
20422,399.06,7009.63,1.02,30.38,-1.21,7.66
20423,284.19,16698.73,0.66,16.13,-3.14,17.69
20424,432.69,20434.88,1.58,9.91,22.92,20.71
20425,290.24,16283.34,2.56,38.4,16.61,4.85
20426,46.58,49082.0,1.91,26.1,5.86,17.82
20427,488.33,9848.89,2.4,34.77,-1.56,24.63
20428,175.09,32467.66,0.96,23.21,-0.53,23.94
20429,73.72,32893.28,1.65,35.9,18.92,21.79
20430,112.04,6792.48,1.9,31.76,29.61,17.7
20431,155.16,35986.97,0.98,4.73,17.16,4.13
20432,331.31,17690.27,2.85,30.62,-2.97,16.6
20433,17.02,17329.63,1.55,-1.83,25.78,16.24
20434,468.47,5145.04,2.65,6.03,14.06,18.15
20435,310.77,35406.9,1.13,-4.95,1.57,24.22
20436,298.3,20285.49,0.56,-7.73,25.68,16.86
20437,190.35,43218.19,1.8,0.79,7.93,2.23
20438,149.74,7215.78,2.33,-7.02,-4.76,20.64
20439,75.97,45122.08,1.36,37.18,12.66,11.6
20440,261.61,33085.42,2.61,33.1,27.48,0.07
20441,241.19,28210.48,1.05,6.13,23.37,11.79
20442,68.71,42620.67,0.52,11.52,9.61,14.37
20443,87.42,11821.93,1.43,18.84,18.87,8.28
20444,371.89,11575.8,0.73,-6.77,26.23,18.72
20445,487.36,27229.65,2.45,30.35,18.1,20.24
20446,79.63,43954.86,1.93,30.91,5.29,21.1
20447,151.31,24056.38,1.32,8.17,26.97,1.35
20448,49.1,18480.91,1.45,21.41,27.86,19.02
20449,210.71,44890.6,2.76,35.76,23.61,13.59
20450,415.9,13013.62,2.59,22.76,7.97,9.79
20451,173.31,8263.01,2.12,-9.0,19.01,10.44
20452,428.69,29705.02,1.0,20.88,11.22,8.89
20453,365.83,15652.26,0.98,-9.0,5.07,10.76
20454,335.71,1320.15,2.45,10.69,20.06,0.79
20455,171.53,11811.58,1.14,22.92,4.47,15.93
20456,393.0,23574.1,1.32,14.88,13.41,22.93
20457,205.07,32080.51,2.74,-9.65,8.86,11.53
20458,440.75,38337.05,1.16,23.69,21.02,20.44
20459,17.35,45372.38,1.58,22.74,11.15,10.91
20460,396.29,18543.92,1.52,9.91,-2.46,20.76
20461,185.74,20922.83,0.72,35.86,12.48,17.73
20462,196.31,12643.62,0.7,0.16,7.62,14.92
20463,275.05,22831.57,1.57,39.13,18.7,23.7
20464,390.48,47328.46,1.43,38.31,3.37,10.27
20465,287.25,32593.95,1.19,34.14,8.08,20.31
20466,264.0,35569.67,1.01,17.5,4.59,1.52
20467,197.61,12813.82,2.84,16.46,25.69,3.76
20468,375.99,29129.83,2.52,-6.92,10.94,1.91
20469,316.19,23070.59,2.33,6.41,8.47,13.89
20470,75.72,23591.7,1.76,32.88,1.63,19.55
20471,125.98,20113.44,2.57,17.41,-2.43,6.77
20472,301.41,2698.93,2.69,-6.6,17.72,10.02
20473,224.83,38245.78,1.23,-8.89,5.73,8.64
20474,413.75,46799.87,2.86,11.21,23.31,7.75
20475,100.04,2704.63,2.97,-9.98,1.19,24.62
20476,304.26,11669.73,1.25,22.53,13.39,13.64
20477,370.84,19811.44,0.87,19.92,18.5,7.64
20478,199.06,9612.87,2.28,20.05,8.98,1.58
20479,423.32,33400.13,1.62,12.51,-0.67,14.98
20480,29.53,45089.56,2.18,20.98,21.64,10.21
20481,145.16,3846.55,1.05,22.93,16.92,10.04
20482,315.29,24745.93,1.52,10.69,6.09,1.69
20483,301.65,8190.88,2.73,36.73,25.26,11.15
20484,175.33,8682.19,2.34,37.82,-1.34,7.77
20485,86.38,1894.13,1.12,30.17,22.33,0.86
20486,448.24,2212.99,2.33,21.84,1.41,11.62
20487,295.06,33698.63,1.54,15.43,12.42,5.38
20488,414.58,46534.34,2.18,38.74,26.44,23.02
20489,403.82,37365.66,2.02,28.3,20.98,24.79
20490,277.6,45100.87,1.98,-9.64,23.67,5.48
20491,214.82,37535.9,1.78,-6.68,24.07,17.85
20492,20.49,8199.36,0.72,15.91,4.02,20.87
20493,13.77,48073.01,1.43,-2.18,-0.23,17.43
20494,309.25,32300.38,2.83,11.14,12.48,15.69
20495,328.12,42985.31,1.5,22.01,5.56,23.07
20496,108.32,13384.78,1.14,-3.35,0.7,19.84
20497,188.16,41423.42,2.17,-0.46,12.06,18.57
20498,423.38,5225.46,2.99,-4.23,3.92,7.98
20499,114.05,41202.62,1.59,-0.68,-1.37,24.07
20500,222.05,45085.48,1.41,21.55,11.94,10.94
20501,219.58,21014.0,2.63,17.81,9.15,23.4
20502,399.29,44673.31,0.84,1.46,18.95,22.79
20503,138.27,6574.32,1.75,21.57,-4.05,21.48
20504,224.21,4143.77,1.55,17.51,-3.26,1.36
20505,177.94,6845.23,2.55,12.52,23.92,5.76
20506,490.76,49445.44,1.04,6.94,-2.51,13.6
20507,182.3,2753.05,0.91,31.36,13.7,0.82
20508,433.48,49757.2,2.91,-3.04,19.18,5.75
20509,116.62,39068.2,2.76,19.74,16.33,20.29
20510,323.87,32929.59,2.56,12.36,5.86,16.92
20511,395.87,20958.68,0.6,7.43,22.06,5.88
20512,387.63,432.8,1.04,20.16,1.49,18.5
20513,209.56,10989.83,2.35,29.13,14.03,14.47
20514,175.08,16273.18,2.27,0.95,24.22,3.27
20515,456.67,40321.72,1.47,-2.7,11.71,18.34
20516,329.2,11101.81,2.42,13.7,2.9,23.34
20517,166.78,7124.19,1.13,7.61,15.07,13.21
20518,475.07,42562.43,2.74,14.96,-3.86,4.26
20519,339.86,3769.15,2.69,29.74,-2.73,14.58
20520,197.92,35809.88,0.83,23.51,7.69,9.05
20521,52.31,4695.25,1.63,38.2,25.99,8.6
20522,434.61,22477.27,2.49,30.93,20.2,23.83
20523,228.88,31281.53,0.67,23.15,12.54,17.36
20524,381.45,15740.29,1.3,8.66,14.47,18.29
20525,215.34,19763.17,1.34,-2.13,2.68,21.71
20526,189.28,19818.71,1.13,-6.59,18.42,10.58
20527,48.44,30806.5,2.56,-4.59,18.28,21.56
20528,59.88,31619.33,2.42,8.98,-3.61,14.18
20529,264.3,21167.25,2.55,7.21,21.41,23.19
20530,257.82,26716.7,1.74,19.52,29.69,22.36
20531,393.66,43967.68,2.32,31.16,9.6,16.18
20532,398.37,26218.15,1.46,2.63,16.07,1.43
20533,348.94,3334.02,2.3,21.2,21.65,14.94
20534,450.38,37010.9,2.11,25.68,23.01,19.74
20535,330.61,15840.36,0.91,28.41,1.64,14.42
20536,99.22,38507.63,1.53,-0.17,4.16,14.02
20537,82.43,4729.93,2.37,17.94,22.54,23.55
20538,111.78,16834.69,1.8,34.73,7.84,24.28
20539,31.61,24532.39,0.89,10.01,26.13,7.27
20540,113.84,32315.08,2.92,-8.76,9.95,14.61
20541,118.23,8339.44,1.16,25.92,5.59,1.52
20542,327.12,16391.7,1.82,37.24,-3.64,24.08
20543,476.57,33438.16,0.77,22.49,1.48,3.09
20544,76.67,48995.34,1.44,1.94,20.84,23.28
20545,327.79,12202.57,0.5,23.47,4.53,20.33
20546,163.05,37922.22,1.95,13.34,16.03,8.6
20547,250.77,8121.12,0.93,33.32,29.16,4.37
20548,143.05,30717.85,2.84,9.58,2.56,3.43
20549,67.26,6949.11,2.64,27.79,21.3,24.95
20550,154.14,19520.72,1.53,12.42,21.58,16.23
20551,65.37,6651.67,1.97,7.01,-0.28,1.84
20552,379.36,40029.92,1.7,15.52,10.34,13.73
20553,254.35,13502.76,1.02,10.04,6.56,17.16
20554,438.16,7644.12,2.95,24.09,8.72,10.51
20555,248.42,31563.28,1.16,32.73,29.88,1.5
20556,248.12,19886.67,2.97,22.04,5.77,8.54
20557,399.63,33457.7,0.56,25.01,21.68,18.68
20558,368.81,16935.12,2.51,-6.2,0.02,5.58
20559,203.16,4732.1,2.19,27.29,27.29,2.32
20560,137.55,2777.01,2.79,8.49,18.36,7.79
20561,380.92,10061.19,1.54,20.51,26.9,4.17
20562,128.34,5831.18,2.11,36.62,2.01,11.66
20563,230.49,42874.13,2.86,3.84,-4.59,8.76
20564,93.15,38654.46,1.33,6.48,24.77,4.74
20565,130.62,14338.29,2.45,-5.42,2.95,23.0
20566,445.42,43360.58,0.61,-1.88,-1.34,23.38
20567,329.49,4419.76,2.63,15.81,14.09,22.94
20568,317.61,31088.39,2.05,1.67,16.34,24.26
20569,72.8,19462.2,0.89,37.6,29.9,7.06
20570,468.23,27343.2,1.0,-0.51,20.58,21.12
20571,466.95,2884.17,2.83,4.13,22.51,12.51
20572,190.36,18698.54,2.11,10.42,16.32,17.54
20573,42.64,3830.93,2.81,38.01,9.07,16.97
20574,435.22,22093.08,2.35,11.86,16.08,21.35
20575,350.92,15914.54,0.99,0.04,14.19,23.65
20576,367.43,8465.61,1.33,36.98,-2.68,11.36
20577,135.58,18660.88,1.13,39.07,6.22,24.96
20578,186.59,10163.12,0.65,3.89,7.77,24.48
20579,267.21,14299.23,1.86,31.59,15.33,22.22
20580,10.45,2940.43,0.98,20.08,5.35,23.9
20581,109.32,46312.21,1.85,34.66,22.75,7.56
20582,91.56,20974.19,1.7,13.19,25.35,15.09
20583,173.7,24857.45,1.24,7.77,-2.34,11.03
20584,332.95,43454.79,2.04,39.09,-1.74,9.66
20585,203.14,23903.92,2.07,14.84,13.95,13.0
20586,351.46,28460.2,2.44,9.11,-3.94,24.79
20587,150.72,10358.49,1.75,2.58,-1.99,17.93
20588,45.38,11517.23,2.25,33.32,25.88,6.83
20589,154.82,38088.48,0.62,5.45,17.48,2.82
20590,418.7,48997.11,2.22,9.13,23.79,1.65
20591,210.83,26759.5,2.59,2.29,4.63,4.75
20592,201.49,30374.01,1.07,14.8,7.51,8.85
20593,110.76,4686.6,0.69,-8.15,24.0,20.1
20594,251.24,1732.98,1.63,32.42,23.62,19.73
20595,392.47,49906.18,2.49,17.63,17.61,0.83
20596,267.46,17632.57,1.61,-0.96,24.83,14.5
20597,181.2,26498.71,1.23,-1.16,17.76,13.68
20598,326.72,22252.02,0.66,7.48,5.71,24.04
20599,200.27,15354.53,1.28,32.48,-3.97,0.8
20600,25.6,35763.95,2.97,-4.53,18.65,17.16
20601,188.21,13806.38,0.99,31.77,6.55,20.86
20602,304.19,24993.97,2.13,26.28,13.33,24.1
20603,63.53,22456.16,1.4,35.45,14.67,24.26
20604,157.71,14746.08,0.56,14.13,-4.83,6.69
20605,474.49,40277.22,2.26,8.5,13.82,12.91
20606,134.45,23751.66,0.8,14.78,20.87,3.49
20607,25.98,13386.27,1.08,35.92,2.9,0.04
20608,442.89,17081.32,0.92,8.13,16.5,20.84
20609,217.11,26291.25,0.69,28.05,26.02,16.88
20610,51.99,41757.29,1.61,-3.65,29.03,19.74
20611,189.5,13901.73,2.25,-3.61,-2.0,20.74
20612,211.16,48313.43,2.07,20.35,-3.11,10.52
20613,490.45,3086.41,2.96,23.91,-4.68,20.59
20614,36.44,22414.43,1.16,-5.19,29.49,15.31
20615,238.33,7766.21,1.38,-8.68,21.53,1.11
20616,271.98,49784.15,2.95,17.72,14.73,18.39
20617,352.98,20130.96,1.97,31.56,-3.87,8.98
20618,450.3,9606.18,1.44,37.07,13.02,14.61
20619,483.0,41087.63,1.08,36.64,9.23,12.14
20620,83.93,42064.12,0.7,11.31,23.74,9.9
20621,331.32,28686.28,1.03,38.15,24.41,8.4
20622,269.89,38461.2,1.06,26.08,28.01,7.69
20623,483.84,30983.99,2.76,25.66,13.91,13.89
20624,128.97,3168.5,1.53,11.43,25.43,17.21
20625,160.36,43909.79,2.0,-4.71,-1.81,3.1
20626,126.68,18554.91,1.59,16.96,29.67,3.32
20627,84.02,41602.41,2.43,22.83,14.08,20.57
20628,129.36,39491.1,0.96,25.6,6.87,17.9
20629,396.75,3412.79,0.7,15.32,9.26,24.02
20630,158.7,45760.01,2.54,17.1,17.84,10.54
20631,270.15,8939.54,1.99,5.77,6.97,11.9
20632,211.08,19824.78,1.76,17.6,24.75,22.92
20633,158.42,48368.58,1.83,-1.94,6.99,24.85
20634,309.9,7914.34,2.9,30.06,15.99,19.54
20635,430.68,19740.1,2.06,22.27,12.18,6.99
20636,434.51,2758.35,1.89,-8.21,4.49,24.36
20637,371.69,16142.1,1.14,1.55,16.34,21.63
20638,423.4,36615.76,2.6,-1.17,24.68,23.62
20639,323.88,36221.02,0.72,22.93,2.09,7.01
20640,477.18,25566.72,2.38,11.59,16.74,1.23
20641,371.67,44340.57,0.7,20.73,29.96,20.6
20642,270.53,14470.68,1.72,20.87,27.16,19.09
20643,362.56,29534.47,1.62,2.6,11.48,10.69
20644,386.57,2707.25,1.94,-5.42,22.66,7.15
20645,288.25,43198.38,2.59,-7.84,6.4,3.34
20646,472.99,900.16,2.09,-7.69,20.79,22.22
20647,54.45,11915.86,1.03,26.24,8.75,16.26
20648,296.54,13555.51,1.16,12.02,25.78,16.48
20649,411.83,45710.95,1.1,-9.38,6.82,2.42
20650,392.18,13811.41,1.13,-0.64,5.56,12.67
20651,330.26,20010.34,2.45,8.9,-0.29,9.6
20652,225.4,35177.59,1.83,32.62,17.42,3.4
20653,67.92,39156.16,2.38,37.49,8.52,22.72
20654,393.06,36434.53,1.6,17.63,8.44,22.52
20655,201.95,45687.9,2.61,15.19,-4.68,11.34
20656,12.12,48908.2,1.86,9.38,-0.72,18.86
20657,58.01,43008.83,2.6,3.11,1.52,16.76
20658,50.57,34438.88,1.43,10.87,21.04,21.29
20659,126.27,33344.15,2.11,36.26,24.8,16.11
20660,438.59,2164.87,2.69,-1.03,0.85,6.32
20661,302.76,4808.82,2.13,16.82,18.4,3.91
20662,491.5,43369.86,1.98,-7.01,19.89,22.8
20663,13.35,10730.27,2.95,38.15,16.41,16.93
20664,265.76,12157.85,1.13,29.96,-1.97,9.82
20665,341.04,49171.84,0.61,13.48,5.02,21.22
20666,457.13,18645.8,0.53,15.74,20.71,6.06
20667,411.12,20931.81,2.61,-0.8,15.52,9.05
20668,244.85,48019.17,2.93,-5.7,1.56,22.96
20669,227.34,14202.25,2.82,6.32,15.55,2.25
20670,353.74,13225.23,1.01,12.33,19.24,17.16
20671,325.39,4629.3,0.91,-8.51,0.16,24.69
20672,207.5,47844.5,1.28,-0.83,9.04,21.65
20673,199.28,18569.12,1.43,6.72,27.87,22.27
20674,330.46,12290.53,1.72,15.24,4.53,17.26
20675,491.1,27654.78,2.16,-2.35,5.34,24.38
20676,262.35,46175.97,0.66,31.0,-2.89,24.23
20677,366.3,30357.58,1.33,12.14,16.85,22.63
20678,68.83,17870.97,2.96,32.99,26.83,2.08
20679,39.74,43632.11,1.59,36.98,4.9,24.98
20680,162.1,48477.96,1.86,22.9,19.68,0.37
20681,393.37,40873.48,2.46,38.3,13.07,9.11
20682,308.05,21715.06,0.63,6.75,-0.84,23.1
20683,429.45,22174.83,1.72,-2.86,8.98,6.77
20684,490.12,36591.63,1.01,31.14,5.6,5.22
20685,201.86,45108.0,0.73,14.33,3.68,8.53
20686,123.46,542.87,2.13,13.82,-4.68,13.74
20687,142.88,41422.2,0.67,14.11,24.79,19.41
20688,483.24,1867.3,0.54,20.47,27.88,14.98
20689,222.19,2302.19,2.36,13.69,27.09,3.92
20690,423.73,35687.05,1.83,16.88,22.98,6.71
20691,187.96,37315.82,1.12,33.2,24.12,18.78
20692,101.49,34148.05,1.28,19.85,28.17,6.79
20693,451.22,9660.77,0.98,31.63,5.61,11.78
20694,257.88,552.5,1.66,24.11,7.25,20.03
20695,304.92,23301.62,2.48,25.44,18.09,1.43
20696,197.07,21349.3,2.81,13.8,8.67,14.65
20697,88.02,250.6,0.78,25.43,28.64,19.53
20698,41.3,47079.93,2.8,38.25,3.38,0.6
20699,37.66,24099.89,1.94,-1.16,0.29,6.82
20700,242.15,16221.92,0.91,15.33,9.75,11.12
20701,114.64,14382.48,0.8,13.19,15.1,9.12
20702,246.96,9457.98,2.36,2.91,11.61,10.53
20703,173.84,28436.48,2.09,-6.65,15.42,6.8
20704,388.59,9178.06,1.6,32.81,17.64,23.67
20705,290.07,14171.64,1.67,-3.01,0.88,16.7
20706,175.72,24455.01,2.85,-9.7,18.96,24.0
20707,333.99,49789.51,0.83,6.31,6.19,9.98
20708,41.24,196.05,1.81,37.67,16.11,20.99
20709,291.69,833.05,1.54,15.77,11.61,7.0
20710,155.63,46627.38,1.2,5.58,26.14,17.93
20711,37.15,46003.78,0.85,31.77,-0.71,23.85
20712,223.51,14139.39,2.99,19.16,17.27,10.47
20713,325.88,27459.7,0.65,32.1,23.31,21.6
20714,488.46,3375.07,0.71,-8.16,19.12,4.3
20715,330.81,15842.02,2.08,39.44,11.25,12.36
20716,243.11,18654.05,2.13,13.48,25.65,7.4
20717,145.27,38693.18,1.24,26.65,8.59,4.68
20718,17.38,34540.04,2.19,32.58,7.43,6.62
20719,412.53,28751.93,2.95,23.52,15.33,11.53
20720,490.1,7522.98,0.95,3.93,20.1,24.0
20721,365.83,23740.87,1.89,33.47,4.69,5.55
20722,134.66,7556.1,2.77,20.29,6.58,16.93
20723,175.03,44751.57,0.93,11.41,16.13,3.6
20724,319.04,17189.78,2.15,9.37,0.17,12.56
20725,376.26,40442.52,2.0,6.06,11.72,6.29
20726,443.7,30590.01,2.94,34.07,8.91,20.58
20727,499.45,8966.71,2.1,-9.64,20.44,18.8
20728,285.64,38275.72,2.75,9.98,21.44,20.73
20729,296.46,30569.25,1.85,26.21,24.24,21.92
20730,419.03,46044.51,0.6,33.44,23.66,12.42
20731,205.23,30873.89,1.08,1.07,22.71,17.58
20732,460.9,4789.9,0.62,28.38,0.9,20.07
20733,332.66,26621.52,1.11,25.22,4.12,18.64
20734,327.78,45577.87,1.96,32.35,14.18,17.31
20735,478.32,16576.85,1.12,19.06,15.91,17.75
20736,472.24,6721.31,2.64,7.6,-0.46,8.57
20737,297.6,43319.41,2.75,8.64,14.3,18.43
20738,14.51,27272.83,2.66,-8.35,8.61,15.01
20739,26.35,9052.94,1.04,38.38,10.99,2.81
20740,240.05,27256.88,1.41,17.5,17.34,0.95
20741,481.58,1818.69,2.31,29.11,-4.94,7.0
20742,47.7,44061.49,2.0,-6.33,28.17,9.1
20743,426.52,22016.82,1.24,16.17,25.96,20.49
20744,290.52,28491.31,1.25,3.48,7.71,13.58
20745,267.61,42354.16,2.3,38.56,13.95,10.41
20746,490.96,27848.95,2.54,18.55,10.58,8.47
20747,328.21,3278.7,2.72,38.99,23.77,18.82
20748,339.55,19287.39,2.68,-8.01,22.49,22.84
20749,206.65,23795.84,2.62,24.4,16.77,4.65
20750,361.32,42194.2,2.37,20.03,1.55,11.49
20751,200.05,41634.29,2.32,37.29,23.4,13.68
20752,93.51,30032.91,1.79,-8.45,23.29,3.52
20753,451.17,49626.26,1.69,-1.87,1.06,16.01
20754,169.13,33788.19,2.89,4.67,2.06,10.7
20755,58.13,16043.77,1.91,23.16,2.42,2.78
20756,283.75,22067.02,1.7,18.41,22.0,3.86
20757,76.96,35142.7,2.88,7.53,29.62,19.39
20758,464.07,32335.94,0.9,34.11,19.27,14.15
20759,250.66,7806.48,0.84,8.85,10.73,15.88
20760,233.73,32703.25,2.83,39.25,25.78,13.34
20761,333.13,25834.9,1.57,18.07,18.2,17.09
20762,401.01,2510.18,2.91,38.36,-3.87,16.58
20763,101.8,32342.94,0.81,24.72,-2.52,0.71
20764,478.59,28370.84,1.59,0.98,12.65,16.96
20765,422.44,34948.75,0.8,27.38,-2.39,20.16
20766,430.93,31971.58,2.83,34.89,29.31,21.3
20767,255.29,1273.04,2.96,37.8,2.91,5.82
20768,103.53,2787.39,2.59,21.6,8.86,11.92
20769,497.14,20104.59,1.25,4.21,-4.55,8.8
20770,251.88,41756.45,1.22,39.02,2.25,9.34
20771,355.07,3118.19,0.81,23.7,29.61,22.4
20772,472.16,38972.74,2.84,3.91,24.62,13.43
20773,445.49,11411.76,1.85,8.47,7.11,11.51
20774,349.1,5842.57,2.02,28.88,14.3,13.95
20775,416.37,39866.23,0.54,10.94,23.96,13.04
20776,365.73,47526.13,2.0,29.85,11.29,22.13
20777,413.49,12155.82,0.83,-2.46,27.23,12.96
20778,63.98,26005.98,0.78,-0.46,16.97,20.95
20779,137.24,40057.12,1.49,-0.98,7.72,0.48
20780,227.44,6465.85,2.03,34.8,21.2,2.66
20781,178.03,27229.09,0.89,-0.99,6.54,3.22
20782,443.78,37605.26,1.69,8.47,24.7,21.23
20783,496.05,16169.09,0.88,-1.92,10.13,21.91
20784,176.06,21621.21,2.42,25.73,8.93,19.48
20785,399.2,45311.25,0.96,32.07,11.48,1.79
20786,327.22,20958.77,1.27,29.97,-3.17,1.77
20787,87.63,2978.77,2.88,22.84,19.46,13.78
20788,157.34,7391.21,2.73,28.55,15.23,5.06
20789,120.01,41296.36,2.59,13.05,2.95,3.31
20790,332.21,1059.45,2.04,14.04,-0.49,20.76
20791,482.43,29550.83,1.47,-0.43,18.93,15.8
20792,80.57,15580.31,2.92,6.89,13.39,23.41
20793,149.18,33370.13,1.06,25.76,14.81,10.29
20794,467.76,2892.82,2.25,29.39,7.28,23.5
20795,288.99,40496.23,1.75,32.38,6.33,22.82
20796,283.02,39453.76,0.65,4.01,7.3,8.67
20797,31.21,42677.3,1.06,31.67,9.93,2.18
20798,263.84,35477.51,0.83,10.17,6.57,19.71
20799,226.9,26795.83,2.97,38.6,9.44,7.66
20800,165.12,39347.58,2.11,35.18,6.78,21.35
20801,316.08,10980.92,1.64,-3.18,16.6,7.05
20802,315.98,45210.9,2.88,8.34,20.94,22.69
20803,51.8,32789.43,2.46,30.02,19.55,21.37
20804,79.1,12724.64,0.99,29.85,12.05,1.64
20805,460.67,46355.41,0.59,17.42,7.13,7.64
20806,453.39,959.71,2.53,-0.01,7.0,11.08
20807,396.93,9856.48,2.03,24.21,13.97,7.22
20808,372.84,5792.39,0.69,25.86,17.24,22.67
20809,401.36,9680.59,2.28,24.51,14.95,8.62
20810,253.05,16054.89,1.62,9.02,26.09,19.45
20811,413.54,6950.52,1.53,2.12,2.37,11.98
20812,194.55,14992.75,1.25,8.62,0.48,14.18
20813,206.3,49901.11,1.75,-3.48,9.84,1.79
20814,295.08,16555.88,2.93,32.95,12.26,5.84
20815,375.35,9216.39,2.4,9.49,22.41,5.85
20816,42.45,13989.99,1.41,35.54,24.06,15.78
20817,360.08,6523.88,1.01,4.97,28.3,20.54
20818,97.46,33655.28,1.5,1.97,-1.61,23.73
20819,290.61,47152.7,0.77,31.77,10.49,4.91
20820,318.5,27327.56,2.42,1.47,7.9,21.03
20821,229.73,48126.28,1.66,7.08,1.93,15.9
20822,298.42,40345.51,1.32,25.31,12.05,19.02
20823,343.22,29725.1,1.16,0.43,12.94,11.94
20824,136.68,21077.73,1.33,5.6,25.51,15.63
20825,411.97,12668.75,1.5,2.5,9.1,13.04
20826,85.35,33200.72,1.3,27.52,9.74,24.17
20827,255.05,30252.88,1.37,34.4,-4.25,2.14
20828,96.85,46637.73,2.98,33.02,1.5,19.7
20829,127.18,15270.21,1.56,35.16,3.86,14.28
20830,62.11,2477.49,1.66,1.0,-4.77,24.06
20831,453.79,21926.43,1.81,-8.11,-0.62,13.58
20832,122.47,9337.28,1.66,25.67,25.28,7.37
20833,251.23,43929.91,1.02,8.97,18.04,5.98
20834,290.8,2009.74,0.58,22.95,24.4,24.73
20835,272.0,8660.34,0.73,35.57,4.56,9.27
20836,489.85,21456.92,1.5,36.72,18.21,7.23
20837,121.48,23411.79,1.56,1.82,0.59,21.52
20838,140.54,29567.2,0.96,34.42,27.72,22.97
20839,488.31,49742.07,2.2,19.49,22.54,5.45
20840,34.22,21455.35,2.36,27.88,24.79,7.94
20841,229.53,9359.3,1.28,-3.56,19.84,24.38
20842,302.94,26641.65,0.84,-0.44,23.86,21.78
20843,314.35,10439.82,0.56,9.03,22.09,2.37
20844,112.6,14404.47,1.62,18.35,24.92,14.0
20845,128.48,31099.81,1.36,25.97,28.21,11.68
20846,362.05,45842.37,1.31,-8.96,29.2,17.2
20847,382.23,25564.0,0.69,-4.04,-4.58,15.12
20848,44.21,46651.73,2.57,0.63,-4.0,22.84
20849,299.26,39863.29,2.73,6.85,3.54,10.3
20850,304.72,39419.35,2.26,4.64,-4.4,15.21
20851,79.46,31250.26,2.1,3.17,25.09,7.62
20852,184.86,6834.88,1.55,35.94,-1.49,19.39
20853,345.72,1267.52,0.76,10.87,11.4,24.01
20854,497.34,18210.5,1.17,1.34,21.92,22.73
20855,17.31,23469.22,2.82,33.7,-0.34,20.75
20856,315.18,7962.47,2.75,4.89,18.62,17.93
20857,452.64,22742.05,3.0,1.57,23.3,6.43
20858,59.22,6175.84,1.34,26.06,10.89,1.35
20859,242.03,9807.99,2.18,34.69,14.25,19.93
20860,364.01,46270.17,1.78,32.36,19.76,6.62
20861,346.34,26726.65,2.0,30.84,26.09,9.51
20862,94.19,32079.63,2.12,25.99,25.25,20.34
20863,283.9,16230.72,0.52,3.86,23.41,11.22
20864,222.6,10957.7,1.73,35.34,17.5,7.08
20865,86.65,26811.94,0.71,35.89,10.72,19.52
20866,477.14,8857.72,1.01,2.44,-2.8,13.02
20867,336.64,8946.44,2.31,22.74,-2.5,1.5
20868,498.78,20604.54,1.13,10.31,13.92,2.71
20869,173.49,42635.93,2.92,18.08,9.41,19.67
20870,372.56,36949.4,2.7,33.56,25.43,7.24
20871,105.64,38748.74,1.81,1.21,19.4,11.01
20872,176.24,48933.05,2.76,39.19,25.13,16.8
20873,28.97,4713.05,2.06,-4.91,-0.55,0.78
20874,196.74,45139.18,2.14,0.18,21.55,11.85
20875,248.49,43964.15,2.73,-3.76,-2.95,0.2
20876,122.06,23589.26,1.91,-2.95,4.24,14.21
20877,44.95,27641.76,0.8,4.86,22.96,9.7
20878,448.64,35770.14,1.51,9.77,26.29,8.28
20879,290.6,46800.16,2.26,-4.82,25.14,15.39
20880,278.27,38176.93,2.25,36.52,9.71,5.92
20881,188.31,23468.54,2.09,-9.46,19.51,5.33
20882,168.22,20782.72,2.23,-5.9,24.51,1.84
20883,146.83,14861.31,2.34,12.04,18.98,21.22
20884,152.81,37444.84,2.73,22.95,22.07,13.68
20885,355.21,38341.92,1.8,38.75,2.94,12.13
20886,352.27,2029.68,1.74,10.32,-4.62,19.94
20887,395.65,32996.12,1.86,8.35,26.63,22.75
20888,262.97,45151.1,1.65,25.47,9.2,16.37
20889,198.87,17115.47,1.56,24.01,-3.39,9.35
20890,104.05,36537.62,0.64,22.57,14.0,0.34
20891,415.85,9870.32,1.37,5.91,25.3,11.41
20892,20.96,5199.82,2.29,-1.86,-2.53,5.12
20893,357.0,44780.25,2.56,20.6,3.18,14.45
20894,458.74,34657.82,2.77,30.55,24.74,8.87
20895,321.89,16351.83,1.85,6.9,7.38,4.3
20896,254.25,42633.15,2.83,12.26,27.35,22.52
20897,160.08,28421.5,1.27,5.1,8.26,0.09
20898,296.78,39765.99,1.68,38.77,10.83,19.95
20899,344.08,17452.44,2.66,10.35,-3.11,9.5
20900,224.9,11770.12,1.64,5.95,5.34,14.86
20901,323.24,47579.15,0.92,37.31,21.6,4.62
